0148bc7fdb0375d480fbd03e77f74ffedc30b9f3954455fe04da15843a0a6af0c7,100000000000000000,0
0189f0413ecb256525d17bd8e4f194cdf063501b959716410de2216c1c24e1f0ce,1000000000000000,100000000000000000
01a89e3f551efa337053592a0beb5fe50be58e12fc56f3c0eabf9344956a44a290,1000000000000000,100000000000000000
016af0262f67aa93a225d9d57451023416e62aaa8391be8e1c09b8adbdef9ac19d,1000000000000000,100000000000000000
017e2eafb31dac86a806f4da908151ffd2b4d552eced51731c241c94997ac310df,1000000000000000,100000000000000000
011117189c666f81c5160cd610ee383dc9b2d0361f004934754d39752eedc64957,1000000000000000,100000000000000000
01ae2af99944b0b9f92fccf425aa51894ebbad0f4e8e42c66a71dcb999a3bd94ed,1000000000000000,100000000000000000
01bdda22721033ae556e92ccf1034f8d14f24c3794fa7befaa831bcae98f9f1e9b,1000000000000000,100000000000000000
015ff157d012383e99a3ae93bed0586a23383eed41b0058e63f48ed7b82b067c34,1000000000000000,100000000000000000
013f5fca6455006aab23860a5eedc966b56f28d934ff03a57db2405ad829343b63,1000000000000000,100000000000000000
